Malzeme,Malzeme Açıklaması,Satınalma Açık.,Dönem Başı Miktar,Dönem Başı Tutar,Dönem Giriş Miktar,Dönem Giriş Tutar,Dönem Çıkış Miktar,Dönem Çıkış Tutar,Dönem Miktar,Dönem Tutar,Dönem Sonu Miktar,Dönem Sonu Tutar,Marka,depo
15Y0512,SV 1/8 BOBİN SOMUNU,33002305,11,44.72,53,730.54,48,576.34,5,154.2,16,198.91,MAG,ADANA
21A0055,EYB- 63 EKLEM YER BAG.MAG,6005004,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0058,EYB-125 EKLEM YER BAG.MAG,6005007,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0059,EYB-160 EKLEM YER BAG.MAG,6005008,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,ADANA
21A0060,EYB-200 EKLEM YER BAG.MAG,6005009,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0061,EYB-250 EKLEM YER BAG.MAG,6005010,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0062,EYB-320 EKLEM YER BAG.MAG,6005011,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0063,IEYB-125 ISO EKLEM YER BAG.MAG,6005107,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0073,ÇB-125  ISO ÇATAL BAĞ. MAG M 27*2,6006105,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0074,OEB- 32 ORTA EKLEM BAGLANTI,6007001,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0077,OEB- 63 ORTA EKLEM BAGLANTI,6007004,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0078,OEB- 80 ORTA EKLEM BAGLANTI,6007005,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0079,OEB-100 ORTA EKLEM BAGLANTI,6007006,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0080,OEB-125 ORTA EKLEM BAGLANTI,6007007,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0081,OEB-160 ORTA EKLEM BAGLANTI,6007008,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0083,OEB-250 ORTA EKLEM BAGLANTI,6007010,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0091,"ÖEBK   25/ 32       ( KÜRESEL M10*1,25 )",6008001,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0093,"ÖEBK  50/ 63          (KÜRESEL M16*1,5 )",6008003,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0095,ÖEBK 125 CETOP    (KÜRESEL M24*2),6008005,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0097,ÖEBK 250     (KÜRESEL M42*2 ),6008007,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0100,IAEBK- 32  ISO KÜR.ARKA EKLEM BAĞ. MAG,6009001,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0103,IAEBK- 63  ISO KÜR.ARKA EKLEM BAĞ. MAG,6009004,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
13A0018,SV-1/4-3/2-BY-Y 24D PN.VALF MAG,2132113,12,"7,785.52",44,"36,637.05",47,"36,398.08",-3,238.97,9,"8,024.49",MAG,ADANA
21A0933,IEB- 80 ISO EKLEM BAĞ. MAG,6003105,19,241.25,42,562.81,47,613.47,-5,-50.66,14,190.59,MAG,ADANA
21A0113,ÇB 80/100 KİLİTLİ TİP,30006073,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0117,MNS BRAKET 160/200 MAG,33020221,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
10Y0363,Y-1      KAVANOZU  MAG,33001081,3,449.16,51,"11,861.87",46,"10,412.09",5,"1,449.78",8,"1,898.94",MAG,ADANA
17K1979,KNS 100*30 PNÖMATİK SİLİNDİR MAG,4895016,15,"1,821.56",45,"5,767.36",45,"5,635.89",0,131.47,15,"1,953.03",MAG,ADANA
21A0712,IEYB-200  ISO EKLEM YER BAG.MAG,6005109,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0007,FB-125 FLANŞ BAĞ. MAG,6001007,15,686.52,45,"2,173.64",45,"2,124.09",0,49.55,15,736.07,MAG,ADANA
21D0216,NS-ANS TAMİR TAKIMI  40 MAG,33003002,15,336.57,45,"1,065.59",45,"1,041.30",0,24.29,15,360.86,MAG,ADANA
21A0899,IAB-100 ISO AYAK  BAĞ. MAG,6002106,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0217,NS-ANS TAMİR TAKIMI  50 MAG,33003003,15,104.42,45,330.61,45,323.07,0,7.54,15,111.96,MAG,ADANA
21A0913,IFB- 32 ISO FLANŞ BAĞ. MAG,6001101,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0916,IFB- 63 ISO FLANŞ BAĞ. MAG,6001104,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0921,IAB- 32 ISO AYAK  BAĞ. MAG,6002101,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0927,IAB-200 ISO AYAK  BAĞ. MAG,6002109,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0929,EB- 20/25 EKLEM BAĞ. MAG,6003000,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0931,IEB- 40 ISO EKLEM BAĞ. MAG,6003102,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0936,IEB-250 ISO EKLEM BAĞ. MAG,6003110,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0946,IOEB-250 ISO ORTA EKLEM BAGLANTI  MAG,6007110,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A1187,MANYETİK SENSÖR BRAKETİ - MNS 20 MAG,**IPTAL**MAN. SENSÖR BRAKETİ - MNS20 MAG,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A1285,IYB- 50 ISO YER BAĞLANTI,6004103,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A1332,PHS M27*2 ISO MAFSAL BAĞLANTI,MAG,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A1340,IOEB- 50 ISO ORTA EKLEM BAGLANTI  MAG,6007103,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A1434,IYB- 40  ISO YER BAĞLANTI MAG,6004102,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A1523,MANYETİK SENSÖR BRAKETİ  12-16-20-25 MAG,33020215,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A1559,IYB-100  ISO YER BAĞLANTI  MAG,6004106,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0937,IEYB- 32  ISO EKLEM YER BAG.MAG,6005101,14,97.26,44,"1,433.33",44,"1,150.08",0,283.25,14,380.51,MAG,ADANA
21A1604,IOEB- 80 ISO ORTA EKLEM BAGLANTI  MAG,6007105,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A1642,OSİLASYON SİLİNDİR MAFSALI 48*2,OSİLASYON SİLİNDİR MAFSALI 48*2,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A1713,IOEB- 40 ISO ORTA EKLEM BAGLANTI  MAG,6007102,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A1873,PHS 36*2 KÜRE  MAFSAL BAĞLANTI(160*200),HÖEBK,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A2122,EB-160 EKLEM BAĞLANTI (ÇELİK),EB-160 EKLEM BAĞLANTI (ÇELİK),0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21A0028,EB- 32 EKLEM BAĞ. MAG,6003001,13,154.96,45,562.36,43,526.92,2,35.44,15,190.4,MAG,ADANA
21A2490,EB-200 EKLEM BAĞ. ÇELİK MAG,30006122,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21C0178,MNS 125-160-200-250 MANYETİK SENSÖR,33020219,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21C1887,MANYETİK SENSÖR - MYS(16-40) - PT(16-25) MCS1-9B,33020210,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0218,NS-ANS TAMİR TAKIMI  63 MAG,33003004,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,ADANA
21D0223,NS TAMİR TAKIMI 200 MAG,33003009,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0224,NS TAMİR TAKIMI 250 MAG,33003010,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0229,NS TAMİR TAKIMI VİTON  50 MAG,33003023,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0232,NS TAMİR TAKIMI VITON 100 MAG,33003026,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0235,NS TAMİR TAKIMI VİTON 200 MAG,33003029,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0238,NSY-ANSY TAMİR TAKIMI  32 MAG,33003051,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,ADANA
21D0239,NSY-ANSY TAMİR TAKIMI  40 MAG,33003052,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0242,NSY-ANSY TAMİR TAKIMI  80 MAG,33003055,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0244,NSY TAMİR TAKIMI 125 MAG,33003057,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0246,NSY TAMİR TAKIMI 200 MAG,33003059,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0247,NSY TAMİR TAKIMI 250 MAG,33003060,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0253,NSY TAMİR TAKIMI VİTON  80 MAG,33003075,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0254,NSY TAMİR TAKIMI VİTON 100 MAG,33003076,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0257,NSY TAMİR TAKIMI VİTON 200 MAG,33003079,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0280,NS PİSTON KEÇESİ  80 MAG,33003104 12*63*22,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0282,NS PİSTON KEÇESİ 100 MAG,33003106 16*100*25,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,ADANA
21D0283,NS PİSTON KEÇESİ 125 MAG,33003107 K25-125   20*125*30,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,ADANA
21D0284,NS PİSTON KEÇESİ 160 MAG,33003108 27*160*31,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0285,NS PİSTON KEÇESİ 200 MAG,33003109 27*200*35,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0286,NS PİSTON KEÇESİ 250 MAG,33003110 30*250*40,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0294,NS PİSTON KEÇESİ VİTON  80 MAG,33003125,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0295,NS PİSTON KEÇESİ VİTON 100 MAG,33003126,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
15Y0446,SV 1/4 EL KUMANDA ORİNGİ (5*1),33002079,0,0,40,200,40,200,0,0,0,0,MAG,ADANA
21D0297,NS PİSTON KEÇESİ VİTON 160 MAG,33003128,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0299,NS PİSTON KEÇESİ VİTON 250 MAG,33003130,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0305,NS BOĞAZ KEÇESİ  32 MAG,33003141 12*22*7,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0306,PİSTON BOGAZ KEÇESİ 40-40-11,33003142 16*26*8,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,ADANA
21D0307,NS BOĞAZ KEÇESİ  50/63  MAG,33003143 20*30*8,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,ADANA
21D0308,NS BOĞAZ KEÇESİ  80/100 MAG,33003144-25*35*8,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0309,NS BOĞAZ KEÇESİ 125 MAG,33003145 32*42*7,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0310,NS BOĞAZ KEÇESİ 160/200 MAG,"33003146 K-30   45*55*7/9,5",0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0311,NS BOĞAZ KEÇESİ 250 MAG,33003147 50*60*10.4,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0312,NS BOĞAZ KEÇESİ 320 MAG,33003148 63*83*12,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0316,NS BOĞAZ KEÇESİ VİTON  80/100,33003154,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0318,NS BOĞAZ KEÇESİ VİTON 160/200 MAG,33003156,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0324,NSY YASTIKLAMA KEÇESİ  50/63 MAG,33003203,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,ADANA
21D0325,NSY YASTIKLAMA KEÇESİ  80/100 MAG,33003204,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0326,NSY YASTIKLAMA KEÇESİ 125 MAG,"33003205 (K-53 36*46*6,2/7,8)",0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0327,NSY YASTIKLAMA KEÇESİ 160/200 MAG,33003206,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
15Y0746,SV 1/2 SÜRGÜ KEÇESİ,33002101,0,0.01,40,941.76,40,941.76,0,0,0,0.01,MAG,ADANA
21D0346,TAMİR TAKIMI KNS- 32,33003419,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0347,TAMİR TAKIMI KNS- 40,33003420,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0348,TAMİR TAKIMI KNS- 50,33003421,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0349,TAMİR TAKIMI KNS- 63,33003422,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0358,TAMİR TAKIMI MNS- 50,33003432,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0360,TAMİR TAKIMI MNS- 80,33003434,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
17P2851,IS 160-400 ISO SİLİNDİR (X20Cr13)+IFB+ÇB+KÖRÜK,4908075,0,0,40,"633,600.00",40,"633,600.00",0,0,0,0,MAG,ADANA
21D0364,TAMİR TAKIMI MNSY- 50,33003442,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0365,TAMİR TAKIMI MNSY- 63,33003443,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0366,TAMİR TAKIMI MNSY- 80,33003444,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0367,TAMİR TAKIMI MNSY-100,33003445,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0368,T.TAKIMI MNSY-125,33003446,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0371,MIKNATIS MNSY- 50,33003472,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0375,MNS-125 MIKNATIS  MAG,33003478,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0381,KNS-M TAMİR TAKIMI  40,33003551,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0396,NS ÖN KAPAK  32 MAG,33004061,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0397,NS ÖN KAPAK  40 MAG,33004062,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0398,NS ÖN KAPAK  50 MAG,33004063,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0399,NS ÖN KAPAK  63 MAG,33004064,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0404,NS ÖN KAPAK 200 MAG,33004069,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0405,NS ÖN KAPAK 250 MAG,33004070,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0406,NS ÖN KAPAK 320 MAG,33004071,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0407,ANS ÖN KAPAK  32 MAG,33004072,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0411,ANS ÖN KAPAK  80 MAG,33004076,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0412,ANS ÖN KAPAK 100 MAG,33004077,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0416,NS ARKA KAPAK  40 MAG,33004082,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
73C0060,MSP-12D 220 VAC.SOL.VALF R:1/2G.MAG,12001003,0,-0.01,40,"36,674.88",40,"36,674.88",0,0,0,-0.01,MAG,ADANA
21D0421,NS ARKA KAPAK 125 MAG,33004087,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0422,NS ARKA KAPAK 160 MAG,33004088,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0423,NS ARKA KAPAK 200 MAG,33004089,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0424,NS ARKA KAPAK 250 MAG,33004090,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0428,ANS ARKA KAPAK  50 MAG,33004094,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0432,NS CİVATA  32*40,33004101,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0433,NS CİVATA  50,33004102,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0435,NS CİVATA  80,33004104,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0436,NS CİVATA 100,33004105,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0438,ANS CİVATA  50/63,33004107,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0440,CİVATA ANS-32/40,33004109,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0443,NS TEMPER FLANS  40 MAG,33004112,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0445,NS TEMPER FLANS  63 MAG,33004114,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0447,NS TEMPER FLANS 100 MAG,33004116,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0457,NS BOGAZ SEGMANI  32 MAG,33004131,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0458,NS BOGAZ SEGMANI  40 MAG,33004132,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0460,NS BOGAZ SEGMANI  80/100 MAG,33004134,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0461,NS BOGAZ SEGMANI 125 MAG,33004135,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0462,NS BOGAZ SEGMANI 160/200 MAG,33004136,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0466,NS MİL SOMUNU  32     MAG,33004141,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0468,NS MİL SOMUNU  50/63  MAG,33004143,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0469,NS MİL SOMUNU  80/100 MAG,33004144,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0470,NS MİL SOMUNU 125     MAG,33004145,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0471,NS MİL SOMUNU 160/200 MAG,33004146,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0473,NS MİL SOMUNU 320     MAG,33004148,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0477,NS SILINDIR SEGMANI  63 MAG,33004154,0,-0.01,0,0,0,0,0,0,0,-0.01,MAG,ADANA
21D0479,NS SILINDIR SEGMANI 100 MAG,33004156,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0480,NS MİL BURCU  32 MAG,33004161,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0483,NS MİL BURCU  80/100 MAG,33004164,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0484,NS MİL BURCU 125 MAG,33004165,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0485,NS MİL BURCU 160/200 MAG,33004166,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0486,NS MİL BURCU 250 MAG,33004167,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0488,NS KECE PULU 32 MAG,33004171,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0489,NS KECE PULU 40 MAG,33004172,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0495,NS PİSTON SOMUNU  63 MAG,33004183,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0496,NS PİSTON SOMUNU  80/100 MAG,33004184,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0497,NS PİSTON SOMUNU 125 MAG,33004185,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0499,NS SAPLAMA SOMUNU 125 MAG,33004191,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0501,NS SAPLAMA SOMUNU 200 MAG,33004193,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0502,NS SAPLAMA SOMUNU 250 MAG,33004194,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0504,NS KAPAK ORİNGİ 125,33004201,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0510,KAPAK ORİNGİ ANS-50,33004232,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0514,P.KOLU ORİNGİ NS-40/50,33004246,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0518,NSY YASTIKLAMA AYAR VİDASI  63 MAG,33004254,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0520,NSY YASTIKLAMA AYAR VİDASI 100 MAG,33004256,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0521,NSY YASTIKLAMA AYAR VİDASI 125 MAG,33004257,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0526,NSY ÖN KAPAK  32,33004271,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0528,NSY-ANSY ÖN KAPAK  50,33004273,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0529,NSY ÖN KAPAK  63,33004274,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0532,NSY ÖN KAPAK 125,33004277,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
13A0025,SV-1/4-3/2-BY-Y-A 220 PN.VALF MAG,2132155,2,"1,202.81",38,"28,860.81",39,"29,203.60",-1,-342.79,1,860.02,MAG,ADANA
21D0534,NSY ÖN KAPAK 200,33004279,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0535,NSY ÖN KAPAK 250,33004280,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0537,NSY ARKA KAPAK  32,33004291,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0538,NSY ARKA KAPAK  40,33004292,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0539,NSY ARKA KAPAK  50,33004293,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0543,NSY ARKA KAPAK 125,33004297,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0545,NSY ARKA KAPAK 200,33004299,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0546,NSY ARKA KAPAK 250,33004300,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0548,NSY YASTIKLAMA BURCU  32,33004311,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0551,NSY YASTIKLAMA BURCU  80/100,33004315,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0552,NSY YASTIKLAMA BURCU 125,33004317,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0553,NSY YASTIKLAMA BURCU 160/200,33004318,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0561,NSY Y.BURÇ SOMUNU 100,33004336,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0562,NSY Y.BURÇ SOMUNU 125,33004337,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0564,NSY Y.BURÇ SOMUNU 200,33004339,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0735,PİSTON GRUBU MNSY-100 MIKNATISLI,33003476,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0771,125/80-250 VİTON KEÇE TAMİR TAKIMI,33016946,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0900,ISDN07-1128-DF-SS-1098 TAM.TAKIMI,33004970,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0901,ISDN07-1128-DF-SS-1098A TAM.TAKIMI,33004971,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0969,IS TAMİR TAKIMI 40 MAG,33003083,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0974,IS TAMİR TAKIMI 125 MAG,33003088,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0975,IS TAMİR TAKIMI 160 MAG,33003089,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0976,IS TAMİR TAKIMI 200 MAG,33003090,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D0998,DİK ÇENE SİLİNDİRİ PU TAMİR TAKIMI,33003603,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1000,POKER SİLİNDİRİ ÖN KAPAK,30004296,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1001,POKER SİLİNDİRİ ARKA KAPAK,30004297,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1002,"Q32/10*50,8 Ç.MİLLİ PU KEÇELİ TAM. TAKIM",33003605 MAŞA SİLİNDİRİ T.TAKIMI,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1003,"Q32/10-25,5 PN SİL. PU KEÇE TAM. TAKIMI",33003606 BIÇAK SİLİNDİRİ T.TAKIMI,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1055,IS TAMİR TAKIMI KOMPLE YATAKLI,IS TAMİR TAKIMI KOMPLE YATAKLI,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1072,IS 125 MİL SOMUNU,33005014,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1097,IS 125 PİSTON GRUBU MIKNATISLI,33003516,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1100,PNÖMATİK SİLİNDİR TAMİR TAKIMI,33017144 PNÖMATİK SİLİNDİR TAMİR TAKIMI,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1108,IS-80  ÖN KAPAK,33005054,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1146,KNS-M 40 TAMİR TAKIMI + MIKNATIS,33003561,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1193,IS PİSTON GRUBU KOMPLE 40 MAG,MAG,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1195,KNS TAMİR TAKIMI 80,MAG,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1211,IS 40 MIKNATIS,33003531,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1238,KNS TAMİR TAKIMI 63,KNS TAMİR TAKIMI 63,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1243,KNS TAMİR TAKIMI 40,33003420,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1316,KNS 40 SABİTLEME PİM BURCU,MAG,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1445,MNSY-80 PİSTON GRUBU (MIKNATISLI),33003454,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1451,IS-  32 MİL SOMUNU,33005010,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
21D1452,IS-  40 MİL SOMUNU,33005011,0,0,0,0,0,0,0,0,0,0,MAG,ADANA
